Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,CompetitionStartDate,Promo2StartDate,DaysSinceLastPromo2,DaysSinceCompetition,Sales,Promo2Indicator,WeekOfYear,Month
24525,720,4,2015-08-20 00:00:00,1,1,0,1,1,3,15320.0,1,2011-03-01,2013-04-03,19,1633,7727.0,1,34,8
24526,721,4,2015-08-20 00:00:00,1,1,0,1,1,3,3590.0,1,2012-09-01,2012-05-28,80,1083,8007.0,1,34,8
24527,722,4,2015-08-20 00:00:00,1,1,0,1,1,1,50.0,0,2012-09-01,1900-01-01,42234,1083,10109.0,0,34,8
24528,723,4,2015-08-20 00:00:00,1,1,0,1,4,3,5650.0,1,2008-09-01,2013-01-30,19,2544,7356.0,1,34,8
24529,724,4,2015-08-20 00:00:00,1,1,0,0,4,3,5900.0,0,2012-09-01,1900-01-01,42234,1083,7061.0,0,34,8
24530,725,4,2015-08-20 00:00:00,1,1,0,1,4,3,17540.0,0,2012-06-01,1900-01-01,42234,1175,6277.0,0,34,8
24531,727,4,2015-08-20 00:00:00,1,1,0,1,1,1,2050.0,0,2007-03-01,1900-01-01,42234,3094,5250.0,0,34,8
24532,728,4,2015-08-20 00:00:00,1,1,0,1,4,1,13990.0,1,2012-09-01,2011-04-03,50,1083,5430.0,1,34,8
24533,729,4,2015-08-20 00:00:00,1,1,0,0,3,3,8980.0,0,2011-06-01,1900-01-01,42234,1541,10721.0,0,34,8
24534,731,4,2015-08-20 00:00:00,1,1,0,0,1,1,15270.0,1,2012-09-01,2014-03-06,50,1083,9619.0,1,34,8
24535,732,4,2015-08-20 00:00:00,1,1,0,1,1,3,35280.0,0,2012-09-01,1900-01-01,42234,1083,8901.0,0,34,8
24536,733,4,2015-08-20 00:00:00,1,1,0,0,2,2,860.0,0,1999-10-01,1900-01-01,42234,5802,15260.0,0,34,8
24537,734,4,2015-08-20 00:00:00,1,1,0,0,1,1,220.0,1,2012-09-01,2013-09-04,80,1083,6678.0,1,34,8
24538,736,4,2015-08-20 00:00:00,1,1,0,1,3,3,1650.0,1,2012-09-01,2011-04-03,50,1083,5853.0,1,34,8
24539,737,4,2015-08-20 00:00:00,1,1,0,0,1,1,100.0,1,2007-05-01,2013-07-31,50,3033,6618.0,1,34,8
24540,738,4,2015-08-20 00:00:00,1,1,0,0,4,3,5980.0,0,2005-10-01,1900-01-01,42234,3610,8548.0,0,34,8
24541,739,4,2015-08-20 00:00:00,1,1,0,1,4,3,2770.0,1,2008-06-01,2011-05-29,50,2636,9607.0,1,34,8
24542,740,4,2015-08-20 00:00:00,1,1,0,1,4,1,6400.0,0,2014-03-01,1900-01-01,42234,537,7019.0,0,34,8
24543,741,4,2015-08-20 00:00:00,1,1,0,1,4,3,11900.0,0,2012-09-01,1900-01-01,42234,1083,7979.0,0,34,8
24544,742,4,2015-08-20 00:00:00,1,1,0,0,4,3,4380.0,0,2012-09-01,1900-01-01,42234,1083,8108.0,0,34,8
24545,744,4,2015-08-20 00:00:00,1,1,0,1,1,1,1370.0,1,2011-12-01,2014-10-02,50,1358,6889.0,1,34,8
24546,746,4,2015-08-20 00:00:00,1,1,0,1,4,3,4330.0,1,2011-02-01,2011-08-28,80,1661,6584.0,1,34,8
24547,748,4,2015-08-20 00:00:00,1,1,0,0,4,1,2380.0,1,2010-03-01,2011-04-03,50,1998,5964.0,1,34,8
24548,749,4,2015-08-20 00:00:00,1,1,0,1,1,1,3410.0,1,2011-08-01,2015-04-03,50,1480,5835.0,1,34,8
24549,750,4,2015-08-20 00:00:00,1,1,0,1,4,1,8670.0,1,2002-02-01,2011-04-03,50,4948,5647.0,1,34,8
24550,751,4,2015-08-20 00:00:00,1,1,0,0,1,1,650.0,0,2006-10-01,1900-01-01,42234,3245,4536.0,0,34,8
24551,752,4,2015-08-20 00:00:00,1,1,0,0,1,1,970.0,1,2013-03-01,2013-07-31,19,902,5719.0,1,34,8
24552,753,4,2015-08-20 00:00:00,1,1,0,0,4,3,540.0,1,2012-11-01,2010-08-28,80,1022,9318.0,1,34,8
24553,756,4,2015-08-20 00:00:00,1,1,0,0,1,3,50.0,1,2012-09-01,2011-10-02,50,1083,17114.0,1,34,8
24554,757,4,2015-08-20 00:00:00,1,1,0,1,1,3,3450.0,0,2012-09-01,1900-01-01,42234,1083,6507.0,0,34,8
24555,758,4,2015-08-20 00:00:00,1,1,0,1,1,3,19780.0,0,2008-06-01,1900-01-01,42234,2636,5377.0,0,34,8
24556,759,4,2015-08-20 00:00:00,1,1,0,0,1,1,110.0,1,2012-11-01,2013-07-31,19,1022,7863.0,1,34,8
24557,762,4,2015-08-20 00:00:00,1,1,0,1,4,3,1280.0,1,2012-09-01,2013-03-06,80,1083,4194.0,1,34,8
24558,763,4,2015-08-20 00:00:00,1,1,0,1,4,3,32240.0,0,2010-03-01,1900-01-01,42234,1998,6978.0,0,34,8
24559,764,4,2015-08-20 00:00:00,1,1,0,1,1,3,26490.0,1,2012-09-01,2014-03-06,80,1083,4383.0,1,34,8
24560,765,4,2015-08-20 00:00:00,1,1,0,1,1,3,25430.0,1,1999-05-01,2009-09-11,50,5955,9318.0,1,34,8
24561,766,4,2015-08-20 00:00:00,1,1,0,1,4,3,9820.0,0,2012-09-01,1900-01-01,42234,1083,6687.0,0,34,8
24562,767,4,2015-08-20 00:00:00,1,1,0,1,1,3,13080.0,0,2012-09-01,1900-01-01,42234,1083,6690.0,0,34,8
24563,768,4,2015-08-20 00:00:00,1,1,0,1,1,3,2630.0,0,2012-09-01,1900-01-01,42234,1083,14009.0,0,34,8
24564,769,4,2015-08-20 00:00:00,1,1,0,0,2,2,840.0,1,2012-09-01,2012-11-26,50,1083,10593.0,1,34,8
24565,770,4,2015-08-20 00:00:00,1,1,0,0,1,3,100.0,0,2015-04-01,1900-01-01,42234,141,7267.0,0,34,8
24566,771,4,2015-08-20 00:00:00,1,1,0,1,1,1,20640.0,0,2007-09-01,1900-01-01,42234,2910,7303.0,0,34,8
24567,772,4,2015-08-20 00:00:00,1,1,0,1,4,3,1850.0,0,2012-09-01,1900-01-01,42234,1083,3813.0,0,34,8
24568,773,4,2015-08-20 00:00:00,1,1,0,1,1,1,200.0,0,2012-09-01,1900-01-01,42234,1083,6038.0,0,34,8
24569,774,4,2015-08-20 00:00:00,1,1,0,1,1,3,640.0,0,2013-09-01,1900-01-01,42234,718,5796.0,0,34,8
24570,775,4,2015-08-20 00:00:00,1,1,0,1,4,3,6970.0,1,2005-12-01,2011-05-29,50,3549,8348.0,1,34,8
24571,776,4,2015-08-20 00:00:00,1,1,0,0,3,1,700.0,1,2009-04-01,2011-04-03,50,2332,4977.0,1,34,8
24572,777,4,2015-08-20 00:00:00,1,1,0,1,4,3,8250.0,1,2004-10-01,2013-03-06,80,3975,4552.0,1,34,8
24573,778,4,2015-08-20 00:00:00,1,1,0,1,1,1,340.0,1,2003-06-01,2014-10-02,50,4463,6522.0,1,34,8
24574,782,4,2015-08-20 00:00:00,1,1,0,1,3,3,5390.0,1,2003-08-01,2012-01-02,50,4402,5756.0,1,34,8
24575,784,4,2015-08-20 00:00:00,1,1,0,0,1,1,560.0,1,2014-10-01,2014-03-06,50,323,8585.0,1,34,8
24576,785,4,2015-08-20 00:00:00,1,1,0,0,4,3,970.0,1,2005-07-01,2013-07-31,19,3702,6642.0,1,34,8
24577,789,4,2015-08-20 00:00:00,1,1,0,1,1,3,9770.0,0,2003-07-01,1900-01-01,42234,4433,3542.0,0,34,8
24578,790,4,2015-08-20 00:00:00,1,1,0,1,4,3,9070.0,0,2003-12-01,1900-01-01,42234,4280,7429.0,0,34,8
24579,791,4,2015-08-20 00:00:00,1,1,0,0,1,1,5950.0,0,2007-04-01,1900-01-01,42234,3063,7771.0,0,34,8
24580,792,4,2015-08-20 00:00:00,1,1,0,0,4,1,17280.0,1,2009-10-01,2011-05-01,19,2149,8242.0,1,34,8
24581,793,4,2015-08-20 00:00:00,1,1,0,0,4,1,2710.0,0,2006-07-01,1900-01-01,42234,3337,5347.0,0,34,8
24582,795,4,2015-08-20 00:00:00,1,1,0,0,4,1,510.0,1,2012-09-01,2010-08-28,80,1083,5049.0,1,34,8
24583,796,4,2015-08-20 00:00:00,1,1,0,0,1,3,7180.0,0,2012-11-01,1900-01-01,42234,1022,7993.0,0,34,8
24584,797,4,2015-08-20 00:00:00,1,1,0,1,1,1,2090.0,1,2012-10-01,2014-10-02,50,1053,4440.0,1,34,8
24585,799,4,2015-08-20 00:00:00,1,1,0,0,1,3,2700.0,0,2012-09-01,1900-01-01,42234,1083,9968.0,0,34,8
24586,800,4,2015-08-20 00:00:00,1,1,0,1,4,1,2020.0,0,2014-07-01,1900-01-01,42234,415,5429.0,0,34,8
24587,801,4,2015-08-20 00:00:00,1,1,0,1,4,1,48330.0,0,2013-04-01,1900-01-01,42234,871,5923.0,0,34,8
24588,802,4,2015-08-20 00:00:00,1,1,0,1,1,3,910.0,1,2012-09-01,2011-05-29,19,1083,7440.0,1,34,8
24589,803,4,2015-08-20 00:00:00,1,1,0,1,4,1,1760.0,1,2012-09-01,2014-03-06,80,1083,6662.0,1,34,8
24590,804,4,2015-08-20 00:00:00,1,1,0,1,3,3,2100.0,1,2012-09-01,2013-01-02,50,1083,5031.0,1,34,8
24591,805,4,2015-08-20 00:00:00,1,1,0,1,4,1,24770.0,1,2011-10-01,2014-03-06,80,1419,7309.0,1,34,8
24592,806,4,2015-08-20 00:00:00,1,1,0,1,4,1,260.0,1,2012-09-01,2010-10-30,19,1083,7628.0,1,34,8
24593,807,4,2015-08-20 00:00:00,1,1,0,1,1,1,3870.0,0,2008-04-01,1900-01-01,42234,2697,9560.0,0,34,8
24594,809,4,2015-08-20 00:00:00,1,1,0,0,1,1,12770.0,0,2000-10-01,1900-01-01,42234,5436,9865.0,0,34,8
24595,810,4,2015-08-20 00:00:00,1,1,0,1,4,3,9640.0,0,2013-11-01,1900-01-01,42234,657,6114.0,0,34,8
24596,811,4,2015-08-20 00:00:00,1,1,0,1,1,1,410.0,0,2012-09-01,1900-01-01,42234,1083,4358.0,0,34,8
24597,813,4,2015-08-20 00:00:00,1,1,0,1,1,1,1560.0,0,2003-09-01,1900-01-01,42234,4371,5982.0,0,34,8
24598,815,4,2015-08-20 00:00:00,1,1,0,1,1,1,590.0,1,1900-01-01,2014-10-02,50,42234,8804.0,1,34,8
24599,816,4,2015-08-20 00:00:00,1,1,0,0,3,3,460.0,0,2012-09-01,1900-01-01,42234,1083,5147.0,0,34,8
24600,818,4,2015-08-20 00:00:00,1,1,0,1,4,1,490.0,1,2012-09-01,2010-08-28,80,1083,6722.0,1,34,8
24601,819,4,2015-08-20 00:00:00,1,1,0,1,1,3,720.0,0,2014-10-01,1900-01-01,42234,323,6576.0,0,34,8
24602,820,4,2015-08-20 00:00:00,1,1,0,1,1,3,1650.0,1,2012-09-01,2014-10-02,50,1083,11865.0,1,34,8
24603,822,4,2015-08-20 00:00:00,1,1,0,1,1,3,410.0,1,2010-11-01,2010-11-27,80,1753,8720.0,1,34,8
24604,823,4,2015-08-20 00:00:00,1,1,0,1,1,3,16210.0,0,2010-11-01,1900-01-01,42234,1753,6361.0,0,34,8
24605,824,4,2015-08-20 00:00:00,1,1,0,1,1,1,17570.0,0,2012-09-01,1900-01-01,42234,1083,7544.0,0,34,8
24606,825,4,2015-08-20 00:00:00,1,1,0,1,1,1,380.0,1,2011-05-01,2014-10-02,50,1572,5038.0,1,34,8
24607,826,4,2015-08-20 00:00:00,1,1,0,0,1,3,7980.0,0,2005-06-01,1900-01-01,42234,3732,9358.0,0,34,8
24608,829,4,2015-08-20 00:00:00,1,1,0,1,3,1,110.0,0,2012-09-01,1900-01-01,42234,1083,6405.0,0,34,8
24609,831,4,2015-08-20 00:00:00,1,1,0,0,1,1,800.0,0,2007-06-01,1900-01-01,42234,3002,13842.0,0,34,8
24610,832,4,2015-08-20 00:00:00,1,1,0,1,4,1,5070.0,1,2012-09-01,2009-11-06,19,1083,6480.0,1,34,8
24611,833,4,2015-08-20 00:00:00,1,1,0,1,4,3,3290.0,1,1999-12-01,2010-08-28,80,5741,5943.0,1,34,8
24612,835,4,2015-08-20 00:00:00,1,1,0,0,1,1,2890.0,1,2007-12-01,2014-03-06,80,2819,5532.0,1,34,8
24613,837,4,2015-08-20 00:00:00,1,1,0,1,1,3,14600.0,0,2015-04-01,1900-01-01,42234,141,3951.0,0,34,8
24614,840,4,2015-08-20 00:00:00,1,1,0,1,1,1,1070.0,0,2009-09-01,1900-01-01,42234,2179,7686.0,0,34,8
24615,842,4,2015-08-20 00:00:00,1,1,0,1,4,3,1200.0,0,2007-11-01,1900-01-01,42234,2849,18130.0,0,34,8
24616,844,4,2015-08-20 00:00:00,1,1,0,0,1,1,2030.0,1,2012-09-01,2011-05-01,19,1083,4577.0,1,34,8
24617,845,4,2015-08-20 00:00:00,1,1,0,0,4,1,7860.0,1,2005-11-01,2011-04-03,50,3579,4946.0,1,34,8
24618,846,4,2015-08-20 00:00:00,1,1,0,0,1,3,8860.0,1,2004-04-01,2009-09-11,50,4158,10146.0,1,34,8
24619,847,4,2015-08-20 00:00:00,1,1,0,0,3,3,190.0,1,2012-09-01,2013-07-31,19,1083,7234.0,1,34,8
24620,848,4,2015-08-20 00:00:00,1,1,0,1,1,3,370.0,1,2007-07-01,2011-04-03,50,2972,7129.0,1,34,8
24621,849,4,2015-08-20 00:00:00,1,1,0,1,3,3,5000.0,0,2012-09-01,1900-01-01,42234,1083,8164.0,0,34,8
24622,850,4,2015-08-20 00:00:00,1,1,0,0,4,1,1120.0,1,2007-05-01,2013-07-31,50,3033,6393.0,1,34,8
24623,851,4,2015-08-20 00:00:00,1,1,0,1,4,3,2330.0,1,2012-09-01,2014-12-04,80,1083,5964.0,1,34,8
24624,852,4,2015-08-20 00:00:00,1,1,0,1,3,1,940.0,1,2004-04-01,2011-04-03,50,4158,4882.0,1,34,8
24625,853,4,2015-08-20 00:00:00,1,1,0,1,1,1,14040.0,0,2012-09-01,1900-01-01,42234,1083,9293.0,0,34,8
24626,855,4,2015-08-20 00:00:00,1,1,0,1,1,1,3440.0,1,2012-09-01,2009-11-06,19,1083,6027.0,1,34,8
24627,856,4,2015-08-20 00:00:00,1,1,0,1,1,1,3020.0,0,2010-02-01,1900-01-01,42234,2026,7386.0,0,34,8
24628,857,4,2015-08-20 00:00:00,1,1,0,1,3,1,6270.0,1,2005-08-01,2014-06-05,80,3671,7244.0,1,34,8
24629,858,4,2015-08-20 00:00:00,1,1,0,1,1,1,3370.0,1,2008-12-01,2014-10-02,50,2453,4999.0,1,34,8
24630,859,4,2015-08-20 00:00:00,1,1,0,1,3,1,21770.0,0,2015-07-01,1900-01-01,42234,50,7463.0,0,34,8
24631,860,4,2015-08-20 00:00:00,1,1,0,1,3,3,5980.0,0,2010-02-01,1900-01-01,42234,2026,6061.0,0,34,8
24632,861,4,2015-08-20 00:00:00,1,1,0,1,3,3,740.0,1,2012-09-01,2013-04-03,80,1083,3987.0,1,34,8
24633,862,4,2015-08-20 00:00:00,1,1,0,1,1,3,2840.0,1,2010-03-01,2011-04-03,50,1998,9327.0,1,34,8
24634,863,4,2015-08-20 00:00:00,1,1,0,1,1,3,21370.0,0,2010-11-01,1900-01-01,42234,1753,9682.0,0,34,8
24635,864,4,2015-08-20 00:00:00,1,1,0,1,1,1,1020.0,1,2012-10-01,2009-11-06,19,1053,4621.0,1,34,8
24636,865,4,2015-08-20 00:00:00,1,1,0,0,4,3,2640.0,0,2012-09-01,1900-01-01,42234,1083,7588.0,0,34,8
24637,866,4,2015-08-20 00:00:00,1,1,0,1,4,1,9680.0,1,2012-09-01,2013-01-30,19,1083,7087.0,1,34,8
24638,867,4,2015-08-20 00:00:00,1,1,0,1,4,3,21810.0,0,2012-09-01,1900-01-01,42234,1083,5583.0,0,34,8
24639,868,4,2015-08-20 00:00:00,1,1,0,1,4,3,1360.0,1,2005-08-01,2014-03-06,50,3671,9398.0,1,34,8
24640,871,4,2015-08-20 00:00:00,1,1,0,1,4,3,10620.0,0,2012-09-01,1900-01-01,42234,1083,6171.0,0,34,8
24641,872,4,2015-08-20 00:00:00,1,1,0,0,1,3,3860.0,1,2014-09-01,2015-06-05,80,353,9339.0,1,34,8
24642,874,4,2015-08-20 00:00:00,1,1,0,1,1,1,3210.0,0,2012-09-01,1900-01-01,42234,1083,4677.0,0,34,8
24643,875,4,2015-08-20 00:00:00,1,1,0,1,4,1,5070.0,1,2007-11-01,2015-05-01,19,2849,5444.0,1,34,8
24644,877,4,2015-08-20 00:00:00,1,1,0,1,1,3,29190.0,0,2012-09-01,1900-01-01,42234,1083,7305.0,0,34,8
24645,879,4,2015-08-20 00:00:00,1,1,0,1,4,1,5404.901079,1,2012-09-01,2013-01-30,19,1083,4610.0,1,34,8
24646,880,4,2015-08-20 00:00:00,1,1,0,1,1,3,4570.0,0,2012-09-01,1900-01-01,42234,1083,7719.0,0,34,8
24647,881,4,2015-08-20 00:00:00,1,1,0,0,1,1,180.0,1,2008-03-01,2013-07-31,19,2728,4701.0,1,34,8
24648,882,4,2015-08-20 00:00:00,1,1,0,0,1,1,30.0,0,2013-04-01,1900-01-01,42234,871,6283.0,0,34,8
24649,883,4,2015-08-20 00:00:00,1,1,0,0,1,1,3200.0,0,2005-06-01,1900-01-01,42234,3732,4952.0,0,34,8
24650,884,4,2015-08-20 00:00:00,1,1,0,1,4,3,7550.0,0,2012-09-01,1900-01-01,42234,1083,6402.0,0,34,8
24651,885,4,2015-08-20 00:00:00,1,1,0,0,1,1,480.0,0,2005-12-01,1900-01-01,42234,3549,5953.0,0,34,8
24652,886,4,2015-08-20 00:00:00,1,1,0,0,1,3,12430.0,0,2004-10-01,1900-01-01,42234,3975,6994.0,0,34,8
24653,887,4,2015-08-20 00:00:00,1,1,0,1,4,1,19700.0,1,2012-09-01,2009-09-11,50,1083,7285.0,1,34,8
24654,888,4,2015-08-20 00:00:00,1,1,0,1,4,1,4450.0,1,2012-06-01,2012-08-27,80,1175,7911.0,1,34,8
24655,890,4,2015-08-20 00:00:00,1,1,0,1,1,1,4450.0,1,2012-09-01,2011-04-03,50,1083,6113.0,1,34,8
24656,891,4,2015-08-20 00:00:00,1,1,0,0,1,3,350.0,1,2012-09-01,2013-07-31,19,1083,8028.0,1,34,8
24657,893,4,2015-08-20 00:00:00,1,1,0,1,1,1,130.0,1,2012-09-01,2013-01-02,50,1083,6934.0,1,34,8
24658,894,4,2015-08-20 00:00:00,1,1,0,0,1,1,190.0,0,2012-11-01,1900-01-01,42234,1022,9161.0,0,34,8
24659,895,4,2015-08-20 00:00:00,1,1,0,1,1,3,4150.0,0,2012-09-01,1900-01-01,42234,1083,8957.0,0,34,8
24660,896,4,2015-08-20 00:00:00,1,1,0,1,1,3,170.0,0,2012-09-01,1900-01-01,42234,1083,7377.0,0,34,8
24661,897,4,2015-08-20 00:00:00,1,1,0,1,3,3,3290.0,1,2007-01-01,2013-01-30,19,3153,4085.0,1,34,8
24662,900,4,2015-08-20 00:00:00,1,1,0,1,1,1,3920.0,1,2005-04-01,2014-10-02,50,3793,6149.0,1,34,8
24663,901,4,2015-08-20 00:00:00,1,1,0,1,1,3,3170.0,0,2014-04-01,1900-01-01,42234,506,7658.0,0,34,8
24664,902,4,2015-08-20 00:00:00,1,1,0,1,1,1,310.0,1,2015-05-01,2014-10-02,50,111,5609.0,1,34,8
24665,903,4,2015-08-20 00:00:00,1,1,0,1,4,3,7290.0,0,2014-09-01,1900-01-01,42234,353,11131.0,0,34,8
24666,904,4,2015-08-20 00:00:00,1,1,0,1,4,3,570.0,1,2013-07-01,2011-04-03,50,780,6499.0,1,34,8
24667,905,4,2015-08-20 00:00:00,1,1,0,0,1,1,90.0,0,2014-06-01,1900-01-01,42234,445,8803.0,0,34,8
24668,906,4,2015-08-20 00:00:00,1,1,0,1,1,1,90.0,0,2010-07-01,1900-01-01,42234,1876,11564.0,0,34,8
24669,907,4,2015-08-20 00:00:00,1,1,0,0,1,3,250.0,0,2012-09-01,1900-01-01,42234,1083,6519.0,0,34,8
24670,908,4,2015-08-20 00:00:00,1,1,0,1,1,1,1980.0,1,2010-07-01,2009-09-11,50,1876,4824.0,1,34,8
24671,909,4,2015-08-20 00:00:00,1,1,0,1,1,3,1680.0,1,2012-09-01,2009-11-06,19,1083,11739.0,1,34,8
24672,911,4,2015-08-20 00:00:00,1,1,0,1,1,3,16490.0,0,2012-09-01,1900-01-01,42234,1083,10218.0,0,34,8
24673,912,4,2015-08-20 00:00:00,1,1,0,1,3,3,3100.0,0,2010-05-01,1900-01-01,42234,1937,5805.0,0,34,8
24674,913,4,2015-08-20 00:00:00,1,1,0,1,1,1,280.0,0,2012-09-01,1900-01-01,42234,1083,9527.0,0,34,8
24675,914,4,2015-08-20 00:00:00,1,1,0,1,3,3,2640.0,1,2011-04-01,2012-05-28,80,1602,10448.0,1,34,8
24676,915,4,2015-08-20 00:00:00,1,1,0,1,4,3,650.0,1,2013-03-01,2014-10-02,50,902,6534.0,1,34,8
24677,916,4,2015-08-20 00:00:00,1,1,0,0,1,1,90.0,0,2012-11-01,1900-01-01,42234,1022,5424.0,0,34,8
24678,917,4,2015-08-20 00:00:00,1,1,0,0,1,1,7240.0,0,2010-02-01,1900-01-01,42234,2026,7217.0,0,34,8
24679,919,4,2015-08-20 00:00:00,1,1,0,1,1,1,2620.0,1,2012-09-01,2009-11-06,19,1083,5910.0,1,34,8
24680,920,4,2015-08-20 00:00:00,1,1,0,1,1,1,850.0,1,2012-02-01,2014-10-02,50,1296,5416.0,1,34,8
24681,922,4,2015-08-20 00:00:00,1,1,0,0,4,1,2110.0,0,2006-03-01,1900-01-01,42234,3459,7358.0,0,34,8
24682,924,4,2015-08-20 00:00:00,1,1,0,0,1,1,6420.0,1,2011-04-01,2012-01-02,50,1602,5292.0,1,34,8
24683,925,4,2015-08-20 00:00:00,1,1,0,1,3,1,470.0,1,2007-03-01,2012-01-02,50,3094,6488.0,1,34,8
24684,926,4,2015-08-20 00:00:00,1,1,0,0,4,3,5150.0,1,2011-03-01,2010-03-27,50,1633,7543.0,1,34,8
24685,927,4,2015-08-20 00:00:00,1,1,0,0,1,1,480.0,0,2012-09-01,1900-01-01,42234,1083,6871.0,0,34,8
24686,928,4,2015-08-20 00:00:00,1,1,0,0,4,3,1090.0,1,2012-09-01,2013-07-31,19,1083,8370.0,1,34,8
24687,929,4,2015-08-20 00:00:00,1,1,0,1,1,3,4820.0,0,2013-09-01,1900-01-01,42234,718,6322.0,0,34,8
24688,930,4,2015-08-20 00:00:00,1,1,0,0,1,1,70.0,0,2012-09-01,1900-01-01,42234,1083,7456.0,0,34,8
24689,931,4,2015-08-20 00:00:00,1,1,0,1,1,3,1480.0,1,2011-09-01,2012-01-02,50,1449,4931.0,1,34,8
24690,932,4,2015-08-20 00:00:00,1,1,0,1,1,1,15700.0,1,2012-09-01,2010-03-27,50,1083,8270.0,1,34,8
24691,934,4,2015-08-20 00:00:00,1,1,0,0,1,3,5460.0,1,2012-09-01,2011-04-03,50,1083,7481.0,1,34,8
24692,935,4,2015-08-20 00:00:00,1,1,0,1,1,3,22350.0,0,2010-06-01,1900-01-01,42234,1906,6779.0,0,34,8
24693,936,4,2015-08-20 00:00:00,1,1,0,0,1,1,580.0,0,2008-02-01,1900-01-01,42234,2757,6935.0,0,34,8
24694,937,4,2015-08-20 00:00:00,1,1,0,1,4,1,2810.0,1,2012-09-01,2014-03-06,50,1083,7318.0,1,34,8
24695,938,4,2015-08-20 00:00:00,1,1,0,1,1,1,2820.0,0,2009-09-01,1900-01-01,42234,2179,9222.0,0,34,8
24696,939,4,2015-08-20 00:00:00,1,1,0,0,4,1,1340.0,0,2012-09-01,1900-01-01,42234,1083,6142.0,0,34,8
24697,941,4,2015-08-20 00:00:00,1,1,0,1,1,1,1200.0,1,2011-12-01,2013-07-31,50,1358,5241.0,1,34,8
24698,942,4,2015-08-20 00:00:00,1,1,0,1,4,3,6860.0,1,2012-09-01,2011-05-01,50,1083,6405.0,1,34,8
24699,943,4,2015-08-20 00:00:00,1,1,0,0,4,3,18020.0,0,2012-09-01,1900-01-01,42234,1083,7179.0,0,34,8
24700,944,4,2015-08-20 00:00:00,1,1,0,1,3,1,1670.0,0,2015-07-01,1900-01-01,42234,50,7856.0,0,34,8
24701,945,4,2015-08-20 00:00:00,1,1,0,1,1,3,12480.0,0,2011-03-01,1900-01-01,42234,1633,5008.0,0,34,8
24702,946,4,2015-08-20 00:00:00,1,1,0,1,1,1,2220.0,1,2011-12-01,2015-04-03,50,1358,4319.0,1,34,8
24703,947,4,2015-08-20 00:00:00,1,1,0,1,1,1,460.0,1,2014-03-01,2010-03-27,50,537,8489.0,1,34,8
24704,948,4,2015-08-20 00:00:00,1,1,0,1,2,2,1430.0,0,2012-09-01,1900-01-01,42234,1083,6488.0,0,34,8
24705,950,4,2015-08-20 00:00:00,1,1,0,1,1,1,8460.0,0,1994-11-01,1900-01-01,42234,7597,6132.0,0,34,8
24706,951,4,2015-08-20 00:00:00,1,1,0,0,4,3,710.0,1,2012-09-01,2011-10-02,50,1083,8092.0,1,34,8
24707,952,4,2015-08-20 00:00:00,1,1,0,1,4,3,6300.0,0,2013-10-01,1900-01-01,42234,688,7362.0,0,34,8
24708,954,4,2015-08-20 00:00:00,1,1,0,0,1,1,390.0,1,2013-02-01,2014-03-06,50,930,6901.0,1,34,8
24709,955,4,2015-08-20 00:00:00,1,1,0,0,4,3,1690.0,1,2009-07-01,2013-09-04,80,2241,5411.0,1,34,8
24710,956,4,2015-08-20 00:00:00,1,1,0,0,1,1,2330.0,1,2014-10-01,2011-05-01,19,323,4348.0,1,34,8
24711,960,4,2015-08-20 00:00:00,1,1,0,1,4,1,8990.0,1,2012-09-01,2009-07-31,19,1083,7028.0,1,34,8
24712,961,4,2015-08-20 00:00:00,1,1,0,0,4,3,9430.0,0,2012-09-01,1900-01-01,42234,1083,6773.0,0,34,8
24713,962,4,2015-08-20 00:00:00,1,1,0,0,3,1,260.0,0,2012-09-01,1900-01-01,42234,1083,6880.0,0,34,8
24714,964,4,2015-08-20 00:00:00,1,1,0,1,1,1,270.0,1,2012-09-01,2013-01-30,19,1083,10523.0,1,34,8
24715,965,4,2015-08-20 00:00:00,1,1,0,1,1,3,110.0,0,2012-09-01,1900-01-01,42234,1083,9272.0,0,34,8
24716,966,4,2015-08-20 00:00:00,1,1,0,0,1,1,760.0,0,2008-02-01,1900-01-01,42234,2757,5090.0,0,34,8
24717,967,4,2015-08-20 00:00:00,1,1,0,0,1,3,3560.0,1,2013-09-01,2013-09-04,50,718,9091.0,1,34,8
24718,969,4,2015-08-20 00:00:00,1,1,0,1,1,3,600.0,1,1999-11-01,2013-03-06,50,5771,4102.0,1,34,8
24719,970,4,2015-08-20 00:00:00,1,1,0,1,1,1,910.0,1,2014-12-01,2009-09-11,50,262,3655.0,1,34,8
24720,973,4,2015-08-20 00:00:00,1,1,0,0,4,3,330.0,1,2012-09-01,2012-07-09,50,1083,7136.0,1,34,8
24721,974,4,2015-08-20 00:00:00,1,1,0,1,1,1,150.0,1,2011-03-01,2014-10-02,50,1633,11445.0,1,34,8
24722,975,4,2015-08-20 00:00:00,1,1,0,0,1,3,9630.0,1,2012-09-01,2011-04-03,50,1083,8381.0,1,34,8
24723,976,4,2015-08-20 00:00:00,1,1,0,0,1,1,4180.0,0,2012-09-01,1900-01-01,42234,1083,7315.0,0,34,8
24724,977,4,2015-08-20 00:00:00,1,1,0,1,1,1,520.0,1,2005-09-01,2010-03-27,50,3640,5698.0,1,34,8
